customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,submitted_hour,submitted_dayofweek_num,submitted_month,is_weekend,contract_value_log1p,queue_pressure,negative_sentiment_flag,high_backlog_flag,message_word_count,message_has_deadline,sla_breached,resolution_hours
Mid-Market,Northern Ireland,partner portal,Api Integration,service_outage,Critical,Sunday,2,37.0,4853.75,0,-0.985,106,1,0,18.0,Mia,17,7.97,142,0,2.0,6.0,11.0,1,8.48771288609373,1.0,1,0,15,1,1,36.4
Enterprise,Greater Manchester,chat,Billing,service_outage,Critical,Sunday,16,22.0,114990.93,1,0.606,92,1,0,44.0,Noah,7,0.9,149,0,16.0,6.0,9.0,1,11.652617230970039,5.5,0,0,14,1,1,22.41
Public Sector,London,web,Api Integration,how_to,High,Monday,18,45.0,36639.3,3,-0.507,88,0,0,10.0,Amelia,1,4.51,109,1,18.0,0.0,1.0,0,10.508904006527473,5.0,1,0,14,0,0,19.41
Mid-Market,Wales,web,Mobile App,service_outage,Critical,Wednesday,9,53.0,23452.25,5,-0.398,112,1,0,34.0,Sophie,3,4.84,244,0,9.0,2.0,11.0,0,10.062764357021871,8.5,1,0,18,1,1,25.77
SMB,Northern Ireland,partner portal,Workflow Automation,performance,Medium,Tuesday,0,44.0,5155.04,2,0.066,93,0,0,20.0,Mia,10,10.72,191,0,0.0,1.0,1.0,0,8.547924121980886,1.8181818181818181,0,0,13,1,0,17.4
Enterprise,South West,chat,Billing,integration_failure,Critical,Sunday,15,43.0,85933.28,0,-0.251,95,1,0,33.0,Amelia,1,0.58,246,0,15.0,6.0,1.0,1,11.361338097050135,16.5,0,0,14,1,1,16.53
SMB,London,partner portal,Billing,data_quality,High,Thursday,23,14.0,2229.07,0,-0.068,82,0,0,39.0,Mia,8,7.75,159,0,23.0,3.0,1.0,0,7.709788254096034,4.333333333333333,0,0,13,0,0,23.67
Enterprise,West Midlands,chat,Security,how_to,Critical,Tuesday,2,59.0,49594.31,1,0.118,96,0,0,21.0,Oliver,3,20.13,148,0,2.0,1.0,9.0,0,10.811651551790662,5.25,0,1,16,0,1,31.96
Mid-Market,Northern Ireland,partner portal,Reporting,integration_failure,Critical,Friday,16,49.0,39451.51,15,-0.434,97,1,0,56.0,Ava,27,3.61,203,0,16.0,4.0,2.0,0,10.582852949091617,2.0,1,0,14,1,1,39.99
Enterprise,London,chat,Billing,integration_failure,Critical,Wednesday,5,26.0,47470.48,2,-0.009,101,1,0,23.0,Ava,33,0.56,163,0,5.0,2.0,10.0,0,10.767884388645196,0.6764705882352942,0,0,14,1,1,31.26
SMB,East Midlands,phone,Payments,how_to,High,Sunday,16,26.0,2356.83,0,0.378,97,1,0,33.0,Grace,9,22.16,89,0,16.0,6.0,11.0,1,7.7654969835025875,3.3,0,1,15,1,0,13.31
SMB,South West,partner portal,Workflow Automation,service_outage,Critical,Wednesday,5,46.0,32377.52,2,-0.112,115,1,0,22.0,Harry,1,19.88,136,0,5.0,2.0,2.0,0,10.385250518960335,11.0,0,1,17,1,1,33.24
SMB,Greater Manchester,web,Security,service_outage,Critical,Saturday,19,47.0,3899.06,3,0.29,99,1,0,59.0,Oliver,24,0.02,143,0,19.0,5.0,12.0,1,8.26874721661478,2.36,0,0,14,1,1,26.87
SMB,Wales,phone,Data Export,bug,High,Saturday,21,58.0,22933.14,2,-0.273,92,0,0,27.0,Muhammad,22,14.87,82,0,21.0,5.0,10.0,1,10.040381909053325,1.173913043478261,0,1,16,0,0,21.57
Enterprise,South East,chat,Api Integration,billing_query,Critical,Tuesday,2,28.0,66212.89,2,-0.305,140,0,1,29.0,Sophie,1,10.23,90,0,2.0,1.0,2.0,0,11.100645538647345,14.5,0,0,20,0,1,33.99
Enterprise,South West,email,Reporting,integration_failure,Critical,Thursday,14,11.0,113098.55,0,-0.636,101,1,0,55.0,Isla,20,0.7,258,0,14.0,3.0,11.0,0,11.636023683316456,2.619047619047619,1,0,14,1,1,28.78
Enterprise,Scotland,web,Mobile App,bug,Critical,Tuesday,15,38.0,26965.28,1,-0.621,80,0,0,74.0,Harry,1,17.23,237,0,15.0,1.0,12.0,0,10.202342475585933,37.0,1,1,13,1,1,41.7
Mid-Market,South West,chat,Security,bug,High,Tuesday,17,23.0,9890.62,5,-0.188,85,0,0,34.0,Noah,19,12.75,52,0,17.0,1.0,2.0,0,9.199443213022725,1.7,0,0,13,1,1,35.27
SMB,South East,email,Payments,access_request,High,Sunday,21,30.0,13973.57,2,0.334,89,0,0,71.0,George,34,0.33,253,0,21.0,6.0,12.0,1,9.544994528319148,2.0285714285714285,0,0,13,0,0,14.71
SMB,Wales,email,Reporting,refund_request,Medium,Saturday,20,37.0,5796.06,0,0.634,86,0,0,42.0,George,28,7.22,148,0,20.0,5.0,12.0,1,8.665106171467299,1.4482758620689655,0,0,13,0,0,31.83
SMB,South East,web,Reporting,data_quality,Low,Wednesday,23,25.0,4108.92,0,-0.215,103,0,0,50.0,Noah,28,11.45,177,0,23.0,2.0,10.0,0,8.321158842580646,1.7241379310344827,0,0,16,0,0,40.86
SMB,West Midlands,email,Billing,performance,High,Sunday,12,3.0,9221.96,4,0.534,101,0,0,40.0,Mia,9,18.95,115,0,12.0,6.0,12.0,1,9.129451306242686,4.0,0,1,15,1,1,38.63
SMB,Yorkshire,phone,Billing,billing_query,High,Monday,3,24.0,20383.55,1,0.337,87,0,0,61.0,Leo,22,6.64,225,0,3.0,0.0,9.0,0,9.922532539954508,2.652173913043478,0,0,13,0,1,24.04
Mid-Market,West Midlands,email,Mobile App,bug,Critical,Saturday,17,9.0,29259.53,0,-0.406,82,1,0,21.0,Noah,21,17.73,8,0,17.0,5.0,2.0,1,10.28399478787555,0.9545454545454546,1,1,14,1,1,26.15
SMB,Northern Ireland,web,Security,integration_failure,Critical,Friday,18,37.0,3844.19,17,0.07,107,1,0,64.0,Sophie,1,1.02,237,1,18.0,4.0,9.0,0,8.25457829554332,32.0,0,0,14,0,1,49.82
Mid-Market,Scotland,web,Reporting,billing_query,High,Thursday,2,29.0,4227.59,2,-0.76,130,0,1,28.0,Grace,6,7.62,166,0,2.0,3.0,10.0,0,8.349623883139087,4.0,1,0,19,0,1,32.02
Mid-Market,South West,phone,Billing,how_to,High,Saturday,11,25.0,13328.41,10,-0.459,95,0,0,35.0,Harry,1,9.59,107,0,11.0,5.0,1.0,1,9.497728151127939,17.5,1,0,16,0,1,29.55
SMB,London,web,Reporting,integration_failure,Critical,Thursday,20,45.0,7108.5,2,-0.139,101,1,0,48.0,Grace,22,7.52,149,0,20.0,3.0,9.0,0,8.86918719683643,2.0869565217391304,0,0,14,1,1,12.54
Public Sector,Greater Manchester,web,Data Export,bug,Critical,Wednesday,5,17.0,236609.84,0,-0.031,81,0,0,30.0,Sophie,15,0.9,198,0,5.0,2.0,9.0,0,12.374172045199654,1.875,0,0,13,0,1,15.05
Enterprise,Northern Ireland,chat,Reporting,performance,Critical,Tuesday,13,32.0,28617.05,1,-0.255,87,0,0,59.0,Muhammad,26,13.9,105,0,13.0,1.0,9.0,0,10.261792916617296,2.185185185185185,0,1,12,0,1,26.31
Mid-Market,Scotland,phone,Data Export,access_request,High,Saturday,21,48.0,13902.68,4,-0.015,92,0,0,26.0,Amelia,36,16.01,127,0,21.0,5.0,12.0,1,9.5399088322806,0.7027027027027027,0,1,14,0,0,16.74
SMB,Northern Ireland,web,Account Access,service_outage,Critical,Friday,10,35.0,19641.25,17,0.06,108,1,0,38.0,Oliver,25,1.4,151,1,,,,0,9.885438137464845,1.4615384615384615,0,0,14,1,1,35.31
Public Sector,West Midlands,phone,Workflow Automation,how_to,Critical,Tuesday,4,37.0,83545.61,0,0.2,101,0,0,20.0,Muhammad,10,2.42,152,0,4.0,1.0,10.0,0,11.333159958694088,1.8181818181818181,0,0,16,1,1,16.58
Mid-Market,South West,partner portal,Workflow Automation,access_request,High,Tuesday,2,21.0,6054.46,3,0.812,105,1,0,18.0,George,17,15.36,21,0,2.0,1.0,9.0,0,8.7087156233741,1.0,0,1,15,1,0,12.82
Public Sector,London,email,Billing,data_quality,High,Friday,1,33.0,23917.68,1,-0.033,86,0,0,13.0,Harry,10,2.73,1,0,1.0,4.0,12.0,0,10.08241502259539,1.1818181818181819,0,0,13,0,0,14.15
Public Sector,Greater Manchester,email,Mobile App,bug,Critical,Friday,23,35.0,36856.62,2,-0.209,80,0,0,62.0,Isla,22,7.67,235,0,23.0,4.0,10.0,0,10.51481766050108,2.6956521739130435,0,0,13,0,1,46.9
Mid-Market,Yorkshire,email,Security,service_outage,Critical,Wednesday,8,33.0,7536.94,13,0.74,117,1,0,27.0,Leo,30,2.06,77,0,8.0,2.0,9.0,0,8.927704214124402,0.8709677419354839,0,0,17,0,1,39.98
SMB,Wales,email,Payments,how_to,Low,Sunday,12,2.0,6209.08,1,-0.178,81,0,0,16.0,Ava,1,1.43,68,0,12.0,6.0,2.0,1,8.733929057292212,8.0,0,0,13,0,0,3.67
Mid-Market,London,email,Api Integration,data_quality,High,Sunday,21,20.0,15639.33,4,0.443,94,0,0,14.0,Harry,6,10.74,65,0,21.0,6.0,11.0,1,9.65760811362095,2.0,0,0,14,0,1,30.95
SMB,Greater Manchester,email,Reporting,how_to,Medium,Monday,21,25.0,11723.26,0,0.124,82,0,0,35.0,Sophie,28,0.74,30,0,21.0,0.0,2.0,0,9.369415478316373,1.206896551724138,0,0,13,0,0,0.3
SMB,Yorkshire,phone,Billing,bug,Medium,Thursday,11,52.0,8372.46,1,0.164,73,0,0,36.0,Muhammad,20,7.1,187,0,11.0,3.0,11.0,0,9.032822459188143,1.7142857142857142,0,0,12,0,0,24.34
SMB,West Midlands,web,Data Export,billing_query,Medium,Saturday,4,21.0,4215.46,4,0.116,106,0,0,29.0,Harry,19,0.92,102,0,4.0,5.0,11.0,1,8.346751192428728,1.45,0,0,17,0,0,10.85
SMB,Northern Ireland,web,Data Export,bug,High,Saturday,5,32.0,31591.01,1,-0.653,96,0,0,38.0,Grace,8,3.02,127,0,5.0,5.0,1.0,1,10.360659519502267,4.222222222222222,1,0,16,0,1,31.73
Enterprise,Northern Ireland,phone,Mobile App,billing_query,Critical,Friday,16,30.0,64566.87,2,-0.188,143,0,1,66.0,Amelia,24,11.35,262,0,16.0,4.0,2.0,0,11.07547219762094,2.64,0,0,21,0,1,31.64
Enterprise,South West,email,Payments,how_to,Critical,Monday,17,39.0,64493.24,0,0.257,77,0,0,69.0,Oliver,41,17.45,189,0,17.0,0.0,12.0,0,11.074331196470592,1.6428571428571428,0,1,13,0,1,42.18
SMB,South West,web,Reporting,access_request,Medium,Thursday,12,40.0,4521.28,1,-1.0,98,0,0,18.0,Leo,4,6.32,179,0,12.0,3.0,1.0,0,8.416771570425626,3.6,1,0,14,0,0,26.69
Enterprise,South West,chat,Billing,access_request,Medium,Friday,11,35.0,13303.1,0,0.066,88,0,0,19.0,Grace,27,4.27,58,0,11.0,4.0,1.0,0,9.495827537380894,0.6785714285714286,0,0,13,0,0,8.64
Mid-Market,South West,phone,Payments,how_to,High,Friday,6,0.0,19332.3,2,0.617,81,0,0,33.0,Grace,53,12.52,65,0,6.0,4.0,12.0,0,9.86958427672103,0.6111111111111112,0,0,13,0,0,11.68
SMB,West Midlands,partner portal,Billing,billing_query,Medium,Sunday,16,17.0,3070.53,0,-0.948,98,0,0,35.0,Noah,35,1.96,72,0,16.0,6.0,2.0,1,8.029931087770999,0.9722222222222222,1,0,15,0,0,17.44
Mid-Market,Yorkshire,chat,Api Integration,billing_query,High,Wednesday,4,25.0,21296.31,2,0.366,115,1,0,18.0,Mia,13,4.4,172,0,4.0,2.0,1.0,0,9.966336052642314,1.2857142857142858,0,0,15,1,0,14.46
Mid-Market,Scotland,web,Workflow Automation,data_quality,Medium,Tuesday,16,19.0,2339.6,0,0.04,98,0,0,45.0,Ava,28,1.2,195,0,16.0,1.0,12.0,0,7.758162585740666,1.5517241379310345,0,0,14,0,0,18.08
SMB,East Midlands,web,Mobile App,service_outage,Critical,Saturday,8,30.0,11275.38,4,-1.0,114,1,0,0.0,Grace,15,11.95,7,0,8.0,5.0,12.0,1,9.330465551559755,0.0,1,0,18,1,1,34.24
SMB,West Midlands,chat,Security,performance,Medium,Saturday,22,36.0,13961.62,1,0.93,88,0,0,36.0,Ava,3,0.61,240,0,22.0,5.0,1.0,1,9.544139037789943,9.0,0,0,13,1,0,9.96
SMB,Northern Ireland,email,Payments,how_to,Medium,Friday,8,41.0,6874.49,7,-0.406,96,0,0,2.0,Oliver,1,14.04,1,0,8.0,4.0,1.0,0,8.835718192722265,1.0,1,1,16,0,0,28.72
SMB,London,email,Reporting,bug,High,Tuesday,14,2.0,15098.74,4,0.705,75,0,0,72.0,Leo,37,0.84,193,0,14.0,1.0,9.0,0,9.622432804111728,1.894736842105263,0,0,12,0,1,24.1
SMB,Northern Ireland,web,Payments,service_outage,High,Friday,21,12.0,16633.61,0,0.744,112,1,0,22.0,Oliver,31,10.81,130,0,21.0,4.0,9.0,0,9.719240743633115,0.6875,0,0,16,1,1,31.48
SMB,Scotland,web,Account Access,integration_failure,Critical,Monday,23,10.0,7304.89,2,-0.413,125,1,0,25.0,Grace,6,3.42,103,0,23.0,0.0,1.0,0,8.896436151123625,3.5714285714285716,1,0,18,1,1,34.01
SMB,Greater Manchester,chat,Data Export,integration_failure,Critical,Friday,16,56.0,19699.79,2,0.026,107,1,0,57.0,Grace,15,3.22,109,0,16.0,4.0,1.0,0,9.888414015444878,3.5625,0,0,15,0,1,25.45
Mid-Market,South East,email,Reporting,refund_request,Low,Wednesday,6,36.0,93386.18,1,-0.425,86,0,0,28.0,Oliver,39,16.55,103,0,6.0,2.0,10.0,0,11.444509355695399,0.7,1,1,13,0,0,36.27
Mid-Market,London,web,Account Access,service_outage,Critical,Friday,16,27.0,12139.66,4,0.008,103,1,0,19.0,Grace,22,0.61,99,0,16.0,4.0,1.0,0,9.40431542886884,0.8260869565217391,0,0,15,1,1,28.59
SMB,South West,email,Billing,data_quality,High,Thursday,5,24.0,9115.76,1,0.493,82,0,0,46.0,Sophie,6,23.54,143,0,5.0,3.0,12.0,0,9.117869756789576,6.571428571428571,0,1,13,0,1,25.03
Enterprise,South West,email,Mobile App,integration_failure,Critical,Tuesday,7,17.0,54947.19,1,-0.009,102,1,0,21.0,Isla,39,44.13,209,0,7.0,1.0,10.0,0,10.914146020253778,0.525,0,1,15,1,1,59.13
Public Sector,South East,chat,Payments,access_request,Critical,Friday,5,1.0,26948.06,2,-0.724,85,0,0,46.0,Oliver,18,5.46,123,0,5.0,4.0,1.0,0,10.201703696322534,2.4210526315789473,1,0,13,0,1,16.77
Enterprise,South West,email,Account Access,bug,Critical,Sunday,5,35.0,32454.94,3,-0.009,86,1,0,61.0,Amelia,1,4.53,189,0,5.0,6.0,1.0,1,10.38763875622793,30.5,0,0,14,1,1,47.32
SMB,London,email,Reporting,performance,Medium,Wednesday,9,3.0,3767.59,0,0.084,91,0,0,28.0,Isla,47,11.86,55,0,9.0,2.0,12.0,0,8.234456205179589,0.5833333333333334,0,0,12,1,0,23.44
Mid-Market,Yorkshire,phone,Payments,how_to,High,Friday,23,48.0,32717.13,0,-0.328,87,0,0,35.0,Noah,28,9.76,186,0,23.0,4.0,10.0,0,10.395684637494227,1.206896551724138,0,0,13,1,1,30.84
SMB,South East,chat,Account Access,how_to,Medium,Tuesday,8,59.0,8680.93,0,0.859,83,0,0,60.0,Harry,31,0.72,334,0,8.0,1.0,12.0,0,9.068999133168662,1.875,0,0,14,0,0,13.79
Mid-Market,Scotland,phone,Payments,data_quality,Critical,Sunday,5,29.0,7393.76,0,0.236,87,0,0,24.0,Harry,4,12.01,143,0,5.0,6.0,11.0,1,8.908526920257192,4.8,0,0,13,0,1,24.23
Mid-Market,East Midlands,chat,Billing,bug,High,Sunday,6,26.0,9903.53,4,-0.199,77,0,0,31.0,Leo,1,0.62,156,0,6.0,6.0,11.0,1,9.200747507224394,15.5,0,0,12,0,1,35.04
Public Sector,Greater Manchester,web,Account Access,performance,Critical,Wednesday,11,34.0,57278.95,3,-0.368,101,1,0,60.0,Leo,20,0.52,208,0,11.0,2.0,12.0,0,10.955705928729119,2.857142857142857,1,0,14,1,1,28.38
SMB,West Midlands,phone,Payments,data_quality,Medium,Thursday,23,36.0,5078.82,0,0.879,94,0,0,32.0,Muhammad,1,2.5,84,0,23.0,3.0,10.0,0,8.533031106873896,16.0,0,0,14,1,0,25.0
Public Sector,Wales,chat,Payments,data_quality,Critical,Thursday,20,17.0,291147.05,4,1.0,106,1,0,20.0,Muhammad,18,12.31,151,1,20.0,3.0,10.0,0,12.58158717966427,1.0526315789473684,0,0,16,1,1,26.84
SMB,London,web,Payments,how_to,High,Wednesday,19,42.0,23192.33,6,-0.81,81,0,0,26.0,Muhammad,34,6.24,115,0,19.0,2.0,12.0,0,10.051620016318353,0.7428571428571429,1,0,13,0,0,12.47
Mid-Market,South East,email,Workflow Automation,access_request,Medium,Friday,7,31.0,21672.02,1,0.4,97,0,0,31.0,Amelia,23,0.31,42,0,7.0,4.0,12.0,0,9.983823447995157,1.2916666666666667,0,0,14,1,0,5.4
SMB,Scotland,web,Reporting,service_outage,High,Tuesday,1,8.0,19406.54,1,0.721,115,1,0,22.0,Oliver,17,5.94,50,0,1.0,1.0,2.0,0,9.87341692933658,1.2222222222222223,0,0,17,1,0,14.14
Mid-Market,Yorkshire,web,Api Integration,billing_query,Critical,Saturday,4,19.0,18394.59,1,-0.225,121,0,1,20.0,Isla,7,20.77,123,0,4.0,5.0,1.0,1,9.819866240957651,2.5,0,1,17,0,1,25.32
Enterprise,Scotland,email,Api Integration,refund_request,Critical,Saturday,13,42.0,75277.91,1,-0.491,92,0,0,55.0,Ava,2,6.07,192,0,13.0,5.0,11.0,1,11.228955294877071,18.333333333333332,1,0,14,0,1,26.05
Mid-Market,Yorkshire,phone,Api Integration,bug,Critical,Thursday,10,46.0,9478.63,1,-0.36,85,0,0,68.0,Grace,37,13.79,323,0,10.0,3.0,11.0,0,9.156900564951531,1.7894736842105263,1,1,13,0,1,27.75
Enterprise,Yorkshire,email,Workflow Automation,refund_request,High,Wednesday,3,38.0,26762.47,1,-0.085,96,0,0,37.0,Oliver,1,3.41,171,0,3.0,2.0,9.0,0,10.19479317698656,18.5,0,0,14,0,1,29.79
Mid-Market,Scotland,web,Data Export,performance,Critical,Tuesday,12,55.0,24097.21,0,-0.194,89,0,0,16.0,Isla,9,27.33,76,0,12.0,1.0,12.0,0,10.089892842861385,1.6,0,1,13,0,1,31.52
SMB,Northern Ireland,email,Billing,access_request,Medium,Tuesday,18,35.0,23676.37,1,1.0,93,0,0,20.0,Muhammad,1,9.52,146,0,18.0,1.0,2.0,0,10.072275018640669,10.0,0,0,15,0,0,20.36
Public Sector,South West,email,Mobile App,service_outage,Critical,Friday,18,11.0,33432.03,2,-0.43,105,1,0,23.0,Oliver,22,23.11,187,0,18.0,4.0,10.0,0,10.417299612459104,1.0,1,1,15,1,1,38.64
SMB,South West,email,Account Access,performance,Medium,Wednesday,22,24.0,5620.95,0,-0.239,88,0,0,30.0,Amelia,45,6.27,66,0,22.0,2.0,11.0,0,8.63443385779477,0.6521739130434783,0,0,13,0,0,21.97
SMB,Greater Manchester,email,Data Export,integration_failure,Critical,Wednesday,6,27.0,6879.43,1,-1.0,103,1,0,46.0,Leo,18,0.12,304,0,6.0,2.0,9.0,0,8.836436428974345,2.4210526315789473,1,0,15,1,1,24.24
Public Sector,Scotland,email,Security,how_to,Critical,Sunday,16,42.0,39155.9,2,-0.009,77,0,0,62.0,Harry,39,13.02,249,0,16.0,6.0,2.0,1,10.575331931100315,1.55,0,0,13,0,1,33.37
Enterprise,Scotland,phone,Payments,data_quality,Critical,Monday,8,29.0,163494.05,0,0.224,83,0,0,34.0,Oliver,13,9.62,65,0,8.0,0.0,9.0,0,12.004537993631784,2.4285714285714284,0,0,13,0,1,26.36
Mid-Market,Greater Manchester,web,Reporting,integration_failure,Critical,Wednesday,5,0.0,8543.95,0,-1.0,116,1,0,33.0,Sophie,31,7.41,73,0,5.0,2.0,10.0,0,9.053095744157499,1.03125,1,0,17,1,1,21.9
Mid-Market,Scotland,chat,Reporting,how_to,Low,Sunday,1,32.0,7366.06,2,-0.054,97,0,0,39.0,Isla,44,1.74,13,0,1.0,6.0,9.0,1,8.904773991077501,0.8666666666666667,0,0,16,0,0,10.45
Mid-Market,Northern Ireland,partner portal,Account Access,how_to,High,Wednesday,10,46.0,5366.69,11,-0.226,83,0,0,65.0,Isla,29,4.15,187,0,10.0,2.0,10.0,0,8.588152927356521,2.1666666666666665,0,0,14,0,1,39.26
Enterprise,Greater Manchester,web,Payments,integration_failure,Critical,Monday,8,37.0,53690.07,1,0.128,119,1,0,26.0,Harry,32,1.53,102,0,8.0,0.0,11.0,0,10.89100197244135,0.7878787878787878,0,0,17,1,1,27.48
SMB,Yorkshire,web,Security,billing_query,Low,Saturday,16,14.0,15014.03,9,-0.345,141,0,1,63.0,Mia,1,7.66,220,1,16.0,5.0,1.0,1,9.616806978417433,31.5,0,0,20,0,0,37.81
Mid-Market,West Midlands,chat,Workflow Automation,performance,Critical,Sunday,16,38.0,6691.63,7,-0.416,93,0,0,57.0,George,4,23.26,105,0,16.0,6.0,12.0,1,8.808762199935025,11.4,1,1,13,0,1,48.5
Enterprise,East Midlands,chat,Billing,billing_query,Critical,Thursday,7,55.0,105269.84,0,0.724,102,0,0,57.0,Amelia,48,8.3,106,0,7.0,3.0,2.0,0,11.564291736694868,1.163265306122449,0,0,16,0,1,15.12
Mid-Market,South East,email,Account Access,refund_request,High,Thursday,14,28.0,13013.92,3,-0.009,103,0,0,32.0,Harry,34,8.86,105,0,14.0,3.0,12.0,0,9.473851670656028,0.9142857142857143,0,0,15,0,0,21.56
SMB,Wales,web,Mobile App,how_to,Critical,Saturday,4,24.0,66477.2,6,0.345,83,0,0,52.0,Harry,49,7.89,198,0,4.0,5.0,12.0,1,11.104629353350498,1.04,0,0,14,0,1,25.71
SMB,South East,email,Mobile App,service_outage,Critical,Saturday,22,25.0,33345.7,2,0.296,95,1,0,35.0,Amelia,7,4.4,111,0,22.0,5.0,12.0,1,10.414714095923106,4.375,0,0,15,1,1,32.24
Mid-Market,South West,web,Reporting,billing_query,Critical,Saturday,7,15.0,18585.67,0,-0.015,126,0,1,52.0,Oliver,26,9.56,294,0,7.0,5.0,10.0,1,9.830199936106307,1.9259259259259258,0,0,18,0,0,25.72
SMB,West Midlands,web,Payments,performance,Medium,Sunday,0,21.0,7058.62,2,-0.302,82,0,0,0.0,Leo,16,2.62,120,0,0.0,6.0,12.0,1,8.8621465046761,0.0,0,0,12,0,0,11.24
Mid-Market,Greater Manchester,email,Security,service_outage,Critical,Friday,21,11.0,20389.2,5,0.231,95,1,0,10.0,Amelia,28,8.33,73,0,21.0,4.0,11.0,0,9.922809672250166,0.3448275862068966,0,0,14,1,1,19.58
Enterprise,London,phone,Account Access,bug,Critical,Tuesday,15,12.0,97278.42,0,0.037,86,0,0,45.0,Muhammad,1,2.84,205,0,15.0,1.0,9.0,0,11.485342735011168,22.5,0,0,14,1,1,23.98
Public Sector,South West,phone,Workflow Automation,billing_query,High,Thursday,6,0.0,34912.67,0,0.586,121,0,1,22.0,Ava,19,2.34,71,0,6.0,3.0,11.0,0,10.460633722044216,1.1,0,0,17,0,0,12.35
Enterprise,West Midlands,web,Data Export,integration_failure,High,Monday,5,39.0,22337.27,3,-0.009,118,1,0,24.0,Grace,4,5.32,177,0,5.0,0.0,11.0,0,10.014056630054316,4.8,0,0,18,1,1,41.68
SMB,South West,web,Billing,integration_failure,Critical,Monday,7,10.0,8891.91,2,-0.813,118,1,0,70.0,Sophie,16,0.26,278,0,7.0,0.0,12.0,0,9.093009609029076,4.117647058823529,1,0,17,1,1,16.52
Enterprise,East Midlands,email,Workflow Automation,billing_query,High,Wednesday,14,11.0,129368.7,7,-0.932,133,0,1,44.0,Amelia,39,4.15,296,0,14.0,2.0,1.0,0,11.770429475979059,1.1,1,0,18,0,1,39.79
Enterprise,South West,email,Mobile App,integration_failure,Critical,Tuesday,18,7.0,85402.77,0,-0.664,121,1,0,0.0,Noah,21,7.52,95,0,18.0,1.0,9.0,0,11.355145524001355,0.0,1,0,18,1,1,34.94
SMB,East Midlands,web,Api Integration,integration_failure,Critical,Sunday,5,46.0,6989.76,0,0.22,105,1,0,29.0,Muhammad,1,16.24,214,0,5.0,6.0,2.0,1,8.852344556070035,14.5,0,1,15,1,1,31.03
SMB,Yorkshire,web,Mobile App,refund_request,Medium,Sunday,2,37.0,2348.93,0,-0.161,91,0,0,36.0,Amelia,12,7.75,53,0,2.0,6.0,12.0,1,7.762140819460513,2.769230769230769,0,0,14,0,0,14.64
Enterprise,East Midlands,phone,Account Access,bug,Critical,Sunday,1,16.0,59511.12,1,0.221,110,1,0,11.0,Mia,10,5.87,330,0,1.0,6.0,10.0,1,10.993935268269198,1.0,0,0,16,1,1,13.21
Public Sector,Yorkshire,chat,Reporting,access_request,Critical,Sunday,19,24.0,55823.34,0,0.054,98,0,0,64.0,Leo,1,13.74,180,0,19.0,6.0,10.0,1,10.929965253978372,32.0,0,1,14,0,1,33.68
Mid-Market,Northern Ireland,phone,Billing,access_request,High,Friday,16,32.0,17079.77,0,-0.826,88,0,0,55.0,Isla,43,0.16,238,0,16.0,4.0,2.0,0,9.745708548293612,1.25,1,0,13,0,0,15.99
SMB,Northern Ireland,chat,Account Access,data_quality,Low,Friday,18,18.0,1338.95,0,0.169,108,0,0,16.0,Grace,36,2.56,233,0,18.0,4.0,11.0,0,7.200387578815958,0.43243243243243246,0,0,17,0,0,23.66
Mid-Market,Northern Ireland,email,Api Integration,refund_request,High,Saturday,15,1.0,8698.27,0,-0.292,96,0,0,63.0,Amelia,35,2.86,275,0,15.0,5.0,10.0,1,9.070994393076221,1.75,0,0,14,1,1,28.61
Enterprise,Wales,chat,Account Access,how_to,High,Saturday,1,11.0,44348.65,0,0.024,83,0,0,21.0,Grace,1,6.4,197,0,1.0,5.0,10.0,1,10.699860095936574,10.5,0,0,14,0,1,22.5
Enterprise,South West,email,Account Access,billing_query,Critical,Sunday,15,73.0,18871.01,3,-0.642,145,1,1,56.0,Isla,5,3.45,170,0,15.0,6.0,9.0,1,9.845435150972914,9.333333333333334,1,0,20,1,1,26.31
Mid-Market,Greater Manchester,web,Billing,how_to,High,Sunday,18,10.0,6450.17,3,0.281,91,0,0,62.0,Muhammad,12,5.23,398,1,18.0,6.0,11.0,1,8.772016788688509,4.769230769230769,0,0,16,0,0,23.68
Enterprise,Wales,partner portal,Security,how_to,High,Tuesday,5,63.0,28188.77,3,-0.302,81,0,0,38.0,Ava,27,0.07,177,1,5.0,1.0,1.0,0,10.24671442515327,1.3571428571428572,0,0,13,0,1,31.67
Mid-Market,South East,phone,Workflow Automation,data_quality,Critical,Thursday,23,14.0,17511.94,1,0.803,89,0,0,39.0,Harry,11,31.31,209,0,23.0,3.0,12.0,0,9.770695315240415,3.25,0,1,14,1,1,36.53
Enterprise,West Midlands,phone,Mobile App,bug,Critical,Monday,16,0.0,36983.41,2,-0.702,76,0,0,63.0,Amelia,29,1.28,127,0,16.0,0.0,11.0,0,10.518251751481587,2.1,1,0,13,0,1,23.88
Public Sector,West Midlands,partner portal,Workflow Automation,bug,High,Tuesday,15,33.0,34626.18,0,-0.155,98,1,0,57.0,Muhammad,23,4.55,245,0,,,,0,10.452394201796533,2.375,0,0,14,0,1,34.0
